"Year","Month","DOY","DOYTemp","Min","Max"
1996,6,168,0.2625,0.196666666666667,0.306666666666667
1996,6,169,0.323888888888889,0.263333333333333,0.366666666666667
1996,6,170,0.731666666666667,0.323333333333333,1.76
1996,6,171,2.50263888888889,0.583333333333333,5.67666666666667
1996,6,172,4.13444444444444,1.04666666666667,7.75333333333333
1996,6,173,6.88791666666667,2.21333333333333,11.61
1996,6,174,6.71166666666667,2.80333333333333,9.87333333333333
1996,6,175,7.15333333333333,3.31,10.45
1996,6,176,7.05611111111111,4.41333333333333,9.36333333333333
1996,6,177,8.68027777777778,4.69333333333333,12.6633333333333
1996,6,178,9.83277777777778,5.67666666666667,13.5266666666667
1996,6,179,9.03472222222222,6.44333333333333,11.7866666666667
1996,6,180,8.91611111111111,5.50666666666667,12.2466666666667
1996,6,181,9.32902777777778,5.17666666666667,13.6833333333333
1996,6,182,9.16277777777778,6.27,12.7466666666667
1996,7,183,7.35138888888889,4.89,10.3766666666667
1996,7,184,8.48486111111111,4.92333333333333,12.2566666666667
1996,7,185,8.31513888888889,5.14333333333333,11.6433333333333
1996,7,186,8.72152777777778,4.74333333333333,12.8933333333333
1996,7,187,9.88805555555555,5,14.8266666666667
1996,7,188,10.3672222222222,6.71,14.7166666666667
1996,7,189,10.9073611111111,6.71666666666667,14.8566666666667
1996,7,190,8.07819444444444,5.28666666666667,11.6766666666667
1996,7,191,7.28347222222222,4.06666666666667,11.9066666666667
1996,7,192,8.6975,4.23,13.97
1996,7,193,9.72555555555556,6.63666666666667,14.16
1996,7,194,9.15791666666667,6.98,11.7866666666667
1996,7,195,7.86333333333333,6.41333333333333,9.87333333333333
1996,7,196,8.31763888888889,4.21333333333333,12.0066666666667
1996,7,197,9.25652777777778,4.31,13.4133333333333
1996,7,198,10.8322222222222,5.63666666666667,15.6933333333333
1996,7,199,11.1483333333333,7.27,14.95
1996,7,200,10.8748611111111,7.47666666666667,14.2433333333333
1997,4,120,-12.9566666666667,-12.9866666666667,-12.9266666666667
1997,5,121,-12.9122222222222,-12.97,-12.8466666666667
1997,5,122,-12.8194444444444,-12.88,-12.7733333333333
1997,5,123,-12.7854166666667,-12.8333333333333,-12.72
1997,5,124,-12.7725,-12.8166666666667,-12.7
1997,5,125,-12.8082638888889,-13.115,-12.7466666666667
1997,5,126,-12.7875,-12.8566666666667,-12.73
1997,5,127,-12.7823611111111,-12.83,-12.71
1997,5,128,-12.7186111111111,-12.7966666666667,-12.6533333333333
1997,5,129,-12.6708333333333,-12.7266666666667,-12.6033333333333
1997,5,130,-12.5895833333333,-12.6466666666667,-12.55
1997,5,131,-12.4586111111111,-12.56,-12.3833333333333
1997,5,132,-12.2863888888889,-12.4166666666667,-12.21
1997,5,133,-12.1097222222222,-12.2066666666667,-12.04
1997,5,134,-11.9531944444444,-12.07,-11.89
1997,5,135,-11.8151388888889,-11.9166666666667,-11.7433333333333
1997,5,136,-11.6706944444444,-11.7466666666667,-11.56
1997,5,137,-11.5252777777778,-11.6133333333333,-11.42
1997,5,138,-11.34625,-11.4166666666667,-11.22
1997,5,139,-11.1352777777778,-11.2366666666667,-11.0466666666667
1997,5,140,-10.9019444444444,-11.0166666666667,-10.76
1997,5,141,-10.6825,-10.7966666666667,-10.58
1997,5,142,-10.4541666666667,-10.57,-10.37
1997,5,143,-10.2793055555556,-10.3833333333333,-10.1733333333333
1997,5,144,-10.1304166666667,-10.2033333333333,-10.06
1997,5,145,-9.99111111111111,-10.0633333333333,-9.91666666666667
1997,5,146,-9.84625,-9.94666666666667,-9.77333333333333
1997,5,147,-9.72805555555555,-9.79333333333333,-9.68666666666667
1997,5,148,-9.61583333333333,-9.70666666666667,-9.54666666666667
1997,5,149,-9.49583333333333,-9.58,-9.40666666666667
1997,5,150,-9.10277777777778,-9.39666666666667,-8.40666666666667
1997,5,151,-7.525,-8.30333333333333,-5.51666666666667
1997,6,152,-3.10861111111111,-5.14333333333333,-1.39333333333333
1997,6,153,-1.13180555555556,-1.36666666666667,-0.963333333333333
1997,6,154,-0.824583333333333,-0.943333333333333,-0.716666666666667
1997,6,155,-0.694166666666667,-0.74,-0.643333333333333
1997,6,156,-0.639444444444444,-0.693333333333333,-0.603333333333333
1997,6,157,-0.621666666666667,-0.653333333333333,-0.573333333333333
1997,6,158,-0.62,-0.656666666666667,-0.586666666666667
1997,6,159,-0.630138888888889,-0.66,-0.58
1997,6,160,-0.569027777777778,-0.613333333333333,-0.516666666666667
1997,6,161,-0.55625,-0.586666666666667,-0.526666666666667
1997,6,162,-0.480277777777778,-0.53,-0.43
1997,6,163,-0.460972222222222,-0.5,-0.396666666666667
1997,6,164,-0.393472222222222,-0.466666666666667,-0.326666666666667
1997,6,165,-0.342916666666667,-0.386666666666667,-0.286666666666667
1997,6,166,-0.24625,-0.37,-0.11
1997,6,167,-0.0344444444444444,-0.12,0.06
1997,6,168,0.0666666666666667,0.01,0.106666666666667
1997,6,169,0.297361111111111,0.0933333333333334,0.463333333333333
1997,6,170,0.413333333333333,0.35,0.463333333333333
1997,6,171,0.451111111111111,0.373333333333333,0.61
1997,6,172,0.805694444444444,0.376666666666667,1.72333333333333
1997,6,173,1.78027777777778,0.603333333333333,3.25333333333333
1997,6,174,3.55277777777778,0.85,6.80333333333333
1997,6,175,3.1769696969697,0.89,8.12
1997,6,176,12.3188888888889,10.2833333333333,14.3166666666667
1997,6,177,10.2069444444444,5.95,13.73
1997,6,178,8.65916666666667,5.31,12.45
1997,6,179,7.06319444444444,5.19,8.88333333333333
1997,6,180,7.62402777777778,4.9,10.7433333333333
1997,6,181,9.88263888888889,5.47,14.1466666666667
1997,7,182,8.15763888888889,5.6,10.9533333333333
1997,7,183,8.15875,4.50666666666667,11.4633333333333
1997,7,184,8.38027777777778,5.11666666666667,12.2466666666667
1997,7,185,6.85041666666667,4.72666666666667,8.81333333333333
1997,7,186,5.13027777777778,3.57333333333333,6.14
1997,7,187,4.03291666666667,3.56,4.51666666666667
1997,7,188,5.81708333333333,3.64666666666667,9.25666666666667
1997,7,189,4.46930555555556,3.83333333333333,5.07666666666667
1997,7,190,5.79430555555556,3.22,9.09333333333333
1997,7,191,5.69680555555556,3.20666666666667,8.48666666666667
1997,7,192,6.07333333333333,3.3,9.8
1997,7,193,8.31180555555556,4.18,13.0433333333333
1997,7,194,6.08041666666667,5.07333333333333,7.26
1997,7,195,9.73444444444444,4.86666666666667,14.3566666666667
1997,7,196,9.94208333333333,5.46666666666667,14.1566666666667
1997,7,197,8.10138888888889,5.05,10.9566666666667
1997,7,198,8.53958333333333,5.10333333333333,12.16
1997,7,199,7.28069444444444,5.01,10.8566666666667
1997,7,200,8.35680555555555,4.63333333333333,11.8166666666667
1998,4,120,-11.6158333333333,-11.7033333333333,-11.55
1998,5,121,-11.4555555555556,-11.5566666666667,-11.36
1998,5,122,-11.2572222222222,-11.37,-11.1633333333333
1998,5,123,-11.0756944444444,-11.1633333333333,-11.0033333333333
1998,5,124,-10.9408333333333,-11.01,-10.8866666666667
1998,5,125,-10.8090277777778,-10.89,-10.7366666666667
1998,5,126,-10.6758333333333,-10.7633333333333,-10.6233333333333
1998,5,127,-10.5595833333333,-10.6533333333333,-10.5166666666667
1998,5,128,-10.4738888888889,-10.5333333333333,-10.4166666666667
1998,5,129,-10.4045833333333,-10.4666666666667,-10.3466666666667
1998,5,130,-10.3154166666667,-10.38,-10.24
1998,5,131,-10.1956944444444,-10.2766666666667,-10.0933333333333
1998,5,132,-10.0523611111111,-10.12,-10.0066666666667
1998,5,133,-9.94125,-9.99666666666667,-9.86
1998,5,134,-9.83861111111111,-9.91,-9.80333333333333
1998,5,135,-9.77638888888889,-9.82666666666667,-9.73
1998,5,136,-9.71763888888889,-9.77333333333333,-9.67
1998,5,137,-9.67847222222222,-9.73333333333333,-9.64666666666667
1998,5,138,-9.64527777777778,-9.68,-9.61333333333333
1998,5,139,-9.64305555555556,-9.7,-9.60333333333333
1998,5,140,-9.64208333333333,-9.68,-9.60666666666667
1998,5,141,-9.63222222222222,-9.66666666666667,-9.59
1998,5,142,-9.60055555555556,-9.66,-9.56666666666667
1998,5,143,-9.53986111111111,-9.59666666666667,-9.5
1998,5,144,-9.45069444444444,-9.52666666666667,-9.36333333333333
1998,5,145,-9.30263888888889,-9.39,-9.23666666666667
1998,5,146,-9.12597222222222,-9.26333333333333,-9.02333333333333
1998,5,147,-8.9225,-9.03,-8.81
1998,5,148,-8.75402777777778,-8.85,-8.67666666666667
1998,5,149,-8.57,-8.69666666666667,-8.45333333333333
1998,5,150,-8.33166666666667,-8.45,-8.22333333333333
1998,5,151,-8.11625,-8.23,-7.99
1998,6,152,-7.80111111111111,-7.99,-7.28
1998,6,153,-6.82027777777778,-7.23333333333333,-6.64333333333333
1998,6,154,-5.68666666666667,-6.18333333333333,-4.89
1998,6,155,-4.38930555555556,-4.59,-4.05333333333333
1998,6,156,-3.82930555555556,-4,-3.61333333333333
1998,6,157,-3.06736111111111,-3.56,-1.98
1998,6,158,-1.64541666666667,-1.97333333333333,-0.56
1998,6,159,-0.633194444444444,-0.72,-0.536666666666667
1998,6,160,-0.467083333333333,-0.52,-0.416666666666667
1998,6,161,-0.405138888888889,-0.426666666666667,-0.376666666666667
1998,6,162,-0.362638888888889,-0.396666666666667,-0.323333333333333
1998,6,163,-0.336111111111111,-0.373333333333333,-0.296666666666667
1998,6,164,-0.322916666666667,-0.346666666666667,-0.28
1998,6,165,-0.309861111111111,-0.36,-0.266666666666667
1998,6,166,-0.302916666666667,-0.35,-0.273333333333333
1998,6,167,-0.291388888888889,-0.333333333333333,-0.266666666666667
1998,6,168,-0.277361111111111,-0.296666666666667,-0.246666666666667
1998,6,169,-0.261111111111111,-0.293333333333333,-0.223333333333333
1998,6,170,-0.245138888888889,-0.28,-0.203333333333333
1998,6,171,-0.238055555555556,-0.26,-0.206666666666667
1998,6,172,-0.187638888888889,-0.27,-0.106666666666667
1998,6,173,-0.0627777777777778,-0.153333333333333,0.05
1998,6,174,0.0547222222222222,0.02,0.106666666666667
1998,6,175,0.123333333333333,0.0733333333333333,0.176666666666667
1998,6,176,0.193333333333333,0.176666666666667,0.23
1998,6,177,0.21125,0.18,0.24
1998,6,178,1.09666666666667,0.213333333333333,3.24
1998,6,179,2.42402777777778,0.48,4.78666666666667
1998,6,180,3.08305555555556,0.59,6.30666666666667
1998,6,181,3.48375,0.466666666666667,7.03
1998,7,182,5.22277777777778,1.15333333333333,9.85
1998,7,183,5.69680555555556,1.53333333333333,10.5033333333333
1998,7,184,7.93527777777778,2.93666666666667,13.4833333333333
1998,7,185,9.89736111111111,4.55,15.0966666666667
1998,7,186,6.33333333333333,4.72,9.31
1998,7,187,7.15402777777778,3.24,13.08
1998,7,188,9.35791666666667,5.47,15.3766666666667
1998,7,189,9.68902777777778,6.35333333333333,13.18
1998,7,190,8.26981481481481,5.19666666666667,12.99
1998,7,191,5.895,5.51333333333333,6.30666666666667
1998,7,192,5.06666666666667,4.27,5.48333333333333
1998,7,193,3.47194444444444,3.09,3.87333333333333
1998,7,194,6.07768115942029,2.61333333333333,9.41
1998,7,195,7.83805555555556,5.45,11.9066666666667
1998,7,196,7.29333333333333,5.67666666666667,9.75666666666667
1998,7,197,9.15861111111111,6.10333333333333,13.4033333333333
1998,7,198,11.0051388888889,6.97333333333333,14.34
1998,7,199,8.0875,6.81333333333333,10.3833333333333
1998,7,200,6.82680555555556,5.35333333333333,8.76666666666667
1999,4,120,-11.1004166666667,-11.1566666666667,-11.0633333333333
1999,5,121,-11.0691666666667,-11.1033333333333,-10.9966666666667
1999,5,122,-11.0305555555556,-11.0866666666667,-10.98
1999,5,123,-11.0144444444444,-11.05,-10.94
1999,5,124,-10.9779166666667,-11.0366666666667,-10.92
1999,5,125,-10.9608333333333,-11.02,-10.9133333333333
1999,5,126,-10.9134722222222,-10.95,-10.8633333333333
1999,5,127,-10.8651388888889,-10.9233333333333,-10.8033333333333
1999,5,128,-10.7994444444444,-10.86,-10.7366666666667
1999,5,129,-10.7034722222222,-10.7766666666667,-10.6233333333333
1999,5,130,-10.5734722222222,-10.6533333333333,-10.5066666666667
1999,5,131,-10.4077777777778,-10.4933333333333,-10.32
1999,5,132,-10.2036111111111,-10.34,-10.11
1999,5,133,-10.0316666666667,-10.14,-9.94
1999,5,134,-9.87125,-9.93,-9.79666666666667
1999,5,135,-9.77069444444444,-9.83333333333333,-9.70666666666667
1999,5,136,-9.68611111111111,-9.76,-9.61666666666667
1999,5,137,-9.58013888888889,-9.62666666666667,-9.52333333333333
1999,5,138,-9.46888888888889,-9.59666666666667,-9.4
1999,5,139,-9.35236111111111,-9.39333333333333,-9.29666666666667
1999,5,140,-9.25791666666667,-9.30666666666667,-9.21
1999,5,141,-9.16791666666667,-9.21333333333333,-9.12666666666667
1999,5,142,-9.07111111111111,-9.13333333333333,-9.02666666666667
1999,5,143,-8.99277777777778,-9.03333333333333,-8.94333333333333
1999,5,144,-8.88222222222222,-8.94,-8.84333333333333
1999,5,145,-8.78333333333333,-8.83666666666667,-8.72666666666667
1999,5,146,-8.64916666666667,-8.70333333333333,-8.59666666666667
1999,5,147,-8.5425,-8.60333333333333,-8.49333333333333
1999,5,148,-8.43333333333333,-8.51666666666667,-8.37666666666667
1999,5,149,-8.34555555555556,-8.42,-8.26333333333333
1999,5,150,-8.26458333333333,-8.32,-8.23
1999,5,151,-8.18736111111111,-8.26666666666667,-8.14
1999,6,152,-8.07069444444444,-8.15,-7.99
1999,6,153,-7.84111111111111,-8.00666666666667,-7.56666666666667
1999,6,154,-7.10305555555556,-7.42666666666667,-6.96666666666667
1999,6,155,-6.78486111111111,-6.97,-6.62333333333333
1999,6,156,-6.33305555555556,-6.63666666666667,-6.07666666666667
1999,6,157,-5.72027777777778,-6.10333333333333,-5.4
1999,6,158,-4.87138888888889,-5.34333333333333,-3.93333333333333
1999,6,159,-2.28833333333333,-3.84666666666667,-1.35
1999,6,160,-0.966944444444444,-1.26,-0.623333333333333
1999,6,161,-0.432916666666667,-0.63,-0.203333333333333
1999,6,162,-0.237638888888889,-0.273333333333333,-0.183333333333333
1999,6,163,-0.250833333333333,-0.276666666666667,-0.213333333333333
1999,6,164,-0.25125,-0.283333333333333,-0.223333333333333
1999,6,165,-0.246944444444444,-0.29,-0.21
1999,6,166,-0.257361111111111,-0.273333333333333,-0.233333333333333
1999,6,167,-0.247083333333333,-0.276666666666667,-0.213333333333333
1999,6,168,-0.246111111111111,-0.27,-0.2
1999,6,169,-0.240277777777778,-0.273333333333333,-0.213333333333333
1999,6,170,-0.235833333333333,-0.283333333333333,-0.193333333333333
1999,6,171,-0.227222222222222,-0.256666666666667,-0.193333333333333
1999,6,172,-0.220972222222222,-0.276666666666667,-0.176666666666667
1999,6,173,-0.236388888888889,-0.28,-0.21
1999,6,174,-0.21625,-0.276666666666667,-0.153333333333333
1999,6,175,-0.224166666666667,-0.256666666666667,-0.18
1999,6,176,-0.204583333333333,-0.236666666666667,-0.163333333333333
1999,6,177,-0.190555555555556,-0.24,-0.146666666666667
1999,6,178,-0.129861111111111,-0.203333333333333,-0.05
1999,6,179,-0.0397222222222222,-0.133333333333333,0.0733333333333333
1999,6,180,0.100138888888889,0.0333333333333333,0.16
1999,6,181,0.40625,0.136666666666667,0.776666666666667
1999,7,182,0.495138888888889,0.253333333333333,0.8
1999,7,183,1.86,0.336666666666667,3.78333333333333
1999,7,184,4.72069444444444,0.97,8.34
1999,7,185,7.83319444444444,2.46666666666667,12.4333333333333
1999,7,186,6.68416666666667,3.03,10.4833333333333
1999,7,187,5.27944444444444,3.08333333333333,7.48
1999,7,188,6.41986111111111,3.35333333333333,10.0166666666667
1999,7,189,7.35277777777778,3.40666666666667,11.9466666666667
1999,7,190,4.74263888888889,3.41666666666667,6.68
1999,7,191,4.10958333333333,2.95,5.12333333333333
1999,7,192,6.93597222222222,4.00666666666667,10.17
1999,7,193,8.10638888888889,5.25666666666667,11.3233333333333
1999,7,194,12.2675,7.65,16.85
1999,7,195,9.93083333333333,6.71333333333333,12.9633333333333
1999,7,196,7.51652777777778,4.71666666666667,11.9766666666667
1999,7,197,6.11486111111111,3.91666666666667,9.2
1999,7,198,7.41416666666667,4.95,11.1
1999,7,199,8.95513888888889,4.54666666666667,13.15
1999,7,200,10.0498611111111,5.26333333333333,14.1333333333333
2000,4,120,-14.4890277777778,-14.5766666666667,-14.4033333333333
2000,4,121,-14.1781944444444,-14.34,-14.0033333333333
2000,5,122,-13.6988888888889,-13.9566666666667,-13.3366666666667
2000,5,123,-12.9961111111111,-13.3033333333333,-12.7333333333333
2000,5,124,-12.4326388888889,-12.67,-12.1833333333333
2000,5,125,-12.0519444444444,-12.1833333333333,-11.98
2000,5,126,-12.1908333333333,-12.3966666666667,-11.95
2000,5,127,-12.2890277777778,-12.34,-12.1733333333333
2000,5,128,-12.1059722222222,-12.1766666666667,-12.02
2000,5,129,-12.0265277777778,-12.0966666666667,-11.9533333333333
2000,5,130,-11.9372222222222,-12.0166666666667,-11.86
2000,5,131,-11.9869444444444,-12.1266666666667,-11.85
2000,5,132,-12.1329166666667,-12.26,-11.9766666666667
2000,5,133,-12.0794444444444,-12.1366666666667,-11.9266666666667
2000,5,134,-11.8759722222222,-11.96,-11.75
2000,5,135,-11.7113888888889,-11.8033333333333,-11.63
2000,5,136,-11.4916666666667,-11.6166666666667,-11.3333333333333
2000,5,137,-11.0877777777778,-11.29,-10.8933333333333
2000,5,138,-10.6422222222222,-10.8933333333333,-10.3733333333333
2000,5,139,-10.3683333333333,-10.44,-10.31
2000,5,140,-10.3516666666667,-10.5,-10.2333333333333
2000,5,141,-10.3048611111111,-10.4,-10.22
2000,5,142,-10.1769444444444,-10.2966666666667,-10.0633333333333
2000,5,143,-9.97166666666667,-10.04,-9.83333333333333
2000,5,144,-9.59777777777778,-9.77666666666667,-9.38
2000,5,145,-9.11722222222222,-9.33333333333333,-8.88333333333333
2000,5,146,-8.69666666666667,-8.86333333333333,-8.46666666666667
2000,5,147,-8.13402777777778,-8.43333333333333,-7.83666666666667
2000,5,148,-7.55513888888889,-7.77,-7.35
2000,5,149,-6.99666666666667,-7.29666666666667,-6.38333333333333
2000,5,150,-6.17486111111111,-6.35333333333333,-6.11666666666667
2000,5,151,-6.16597222222222,-6.25333333333333,-6.11666666666667
2000,5,152,-6.31055555555556,-6.44333333333333,-6.17
2000,6,153,-6.15444444444444,-6.24,-6.09333333333333
2000,6,154,-6.01333333333333,-6.05666666666667,-5.96333333333333
2000,6,155,-6.10111111111111,-6.22,-5.96666666666667
2000,6,156,-6.09097222222222,-6.14666666666667,-6.01333333333333
2000,6,157,-6.15513888888889,-6.32,-5.99666666666667
2000,6,158,-5.42986111111111,-6.02333333333333,-4.02
2000,6,159,-4.07652777777778,-4.60333333333333,-2.88
2000,6,160,-2.07402777777778,-2.76,-1.00333333333333
2000,6,161,-0.793333333333333,-0.973333333333333,-0.636666666666667
2000,6,162,-0.578194444444444,-0.676666666666667,-0.47
2000,6,163,-0.470555555555556,-0.553333333333333,-0.406666666666667
2000,6,164,-0.395694444444444,-0.47,-0.32
2000,6,165,-0.273611111111111,-0.353333333333333,-0.106666666666667
2000,6,166,0.0370833333333333,-0.11,0.27
2000,6,167,0.965138888888889,0.11,2.65
2000,6,168,2.92513888888889,0.34,5.52333333333333
2000,6,169,4.96916666666667,1.3,8.64333333333333
2000,6,170,5.94472222222222,2.51666666666667,10.2966666666667
2000,6,171,5.30888888888889,3.26666666666667,8.16333333333333
2000,6,172,6.17486111111111,2.41333333333333,9.67666666666667
2000,6,173,7.86847222222222,3.91,11.8
2000,6,174,7.40694444444444,4.22666666666667,11.1866666666667
2000,6,175,7.45986111111111,3.30333333333333,10.72
2000,6,176,9.49847222222222,5.88333333333333,13.2233333333333
2000,6,177,8.52833333333333,7.23333333333333,10.1566666666667
2000,6,178,8.71472222222222,5.83,12.23
2000,6,179,7.46152777777778,5.44,10.5533333333333
2000,6,180,5.35777777777778,3.91,7.21333333333333
2000,6,181,6.23527777777778,3.02333333333333,9.98
2000,6,182,8.85333333333333,4.30666666666667,13.18
2000,7,183,10.2043055555556,6.76333333333333,13.4366666666667
2000,7,184,11.2376388888889,7.48,15.2166666666667
2000,7,185,11.0127777777778,7.86666666666667,14.1633333333333
2000,7,186,11.1041666666667,7.56,14.2766666666667
2000,7,187,10.0720833333333,7.57,12.7133333333333
2000,7,188,8.35208333333333,5.71666666666667,11.97
2000,7,189,9.70194444444444,5.69333333333333,12.7766666666667
2000,7,190,10.2272222222222,7.73666666666667,12.9933333333333
2000,7,191,8.37083333333333,7.05666666666667,11.3866666666667
2000,7,192,5.48694444444444,3.82333333333333,6.64
2000,7,193,3.24,2.46333333333333,3.61333333333333
2000,7,194,3.69111111111111,1.88666666666667,6.14666666666667
2000,7,195,5.63208333333333,2.89333333333333,8.61666666666667
2000,7,196,6.79694444444444,4.45,9.92333333333333
2000,7,197,5.84777777777778,3.22,9.35333333333333
2000,7,198,6.85194444444444,4.35,10.0466666666667
2000,7,199,5.68583333333333,3.97666666666667,7.8
2000,7,200,4.06611111111111,2.20333333333333,5.71666666666667
2001,4,120,-13.1651388888889,-13.2766666666667,-13.0966666666667
2001,5,121,-13.0002777777778,-13.1066666666667,-12.9366666666667
2001,5,122,-12.8384722222222,-12.9366666666667,-12.7233333333333
2001,5,123,-12.6118055555556,-12.7466666666667,-12.5166666666667
2001,5,124,-12.4126388888889,-12.51,-12.35
2001,5,125,-12.2293055555556,-12.3533333333333,-12.13
2001,5,126,-11.9883333333333,-12.12,-11.8766666666667
2001,5,127,-11.7722222222222,-11.88,-11.6666666666667
2001,5,128,-11.5134722222222,-11.65,-11.3666666666667
2001,5,129,-11.2222222222222,-11.3566666666667,-11.15
2001,5,130,-11.0722222222222,-11.1533333333333,-11.0066666666667
2001,5,131,-10.9565277777778,-11.0466666666667,-10.9
2001,5,132,-10.9140277777778,-10.9633333333333,-10.8633333333333
2001,5,133,-10.8933333333333,-10.94,-10.8633333333333
2001,5,134,-10.8145833333333,-10.9,-10.73
2001,5,135,-10.6134722222222,-10.7166666666667,-10.5666666666667
2001,5,136,-10.5534722222222,-10.6166666666667,-10.5133333333333
2001,5,137,-10.5168055555556,-10.58,-10.45
2001,5,138,-10.3666666666667,-10.5,-10.2566666666667
2001,5,139,-10.1505555555556,-10.2766666666667,-10.0233333333333
2001,5,140,-9.97777777777778,-10.0566666666667,-9.89666666666667
2001,5,141,-9.94805555555556,-9.99333333333333,-9.89333333333333
2001,5,142,-9.95958333333333,-10.0166666666667,-9.90333333333333
2001,5,143,-9.84458333333333,-9.96666666666667,-9.71666666666667
2001,5,144,-9.55027777777778,-9.72,-9.44
2001,5,145,-9.29388888888889,-9.43,-9.16
2001,5,146,-9.02861111111111,-9.15,-8.90666666666667
2001,5,147,-8.69236111111111,-8.88,-8.5
2001,5,148,-8.28527777777778,-8.49333333333333,-8.06333333333333
2001,5,149,-7.85986111111111,-8.05333333333333,-7.67
2001,5,150,-7.48486111111111,-7.71333333333333,-7.26333333333333
2001,5,151,-7.05805555555556,-7.25,-6.89333333333333
2001,6,152,-6.73375,-6.88666666666667,-6.54
2001,6,153,-5.92875,-6.52,-4.67
2001,6,154,-4.45111111111111,-4.74333333333333,-3.73
2001,6,155,-3.48444444444444,-3.94,-2.46333333333333
2001,6,156,-2.36027777777778,-3.10666666666667,-1.03666666666667
2001,6,157,-0.728472222222222,-1.09,-0.313333333333333
2001,6,158,-0.346111111111111,-0.416666666666667,-0.273333333333333
2001,6,159,-0.293055555555556,-0.363333333333333,-0.233333333333333
2001,6,160,-0.273055555555556,-0.386666666666667,-0.116666666666667
2001,6,161,-0.2025,-0.323333333333333,-0.14
2001,6,162,-0.136111111111111,-0.173333333333333,-0.0566666666666667
2001,6,163,-0.0843055555555556,-0.173333333333333,-0.02
2001,6,164,-0.0275,-0.0566666666666667,0.00333333333333332
2001,6,165,0.0141666666666667,-0.01,0.0466666666666667
2001,6,166,0.0118055555555556,-0.01,0.04
2001,6,167,0.00930555555555555,-0.0333333333333333,0.0466666666666667
2001,6,168,-0.00402777777777778,-0.03,0.02
2001,6,169,0.0025,-0.0266666666666667,0.04
2001,6,170,0.0565277777777778,-0.00333333333333334,0.123333333333333
2001,6,171,0.136666666666667,0.0933333333333334,0.19
2001,6,172,0.221944444444444,0.166666666666667,0.27
2001,6,173,0.922361111111111,0.236666666666667,3.02666666666667
2001,6,174,2.98722222222222,0.453333333333333,5.94333333333333
2001,6,175,4.65291666666667,0.693333333333333,8.37333333333333
2001,6,176,7.36722222222222,2.92333333333333,11.59
2001,6,177,8.64013888888889,4.68,12.6433333333333
2001,6,178,9.74111111111111,6.24666666666667,13.1866666666667
2001,6,179,9.30583333333333,6.58,11.9033333333333
2001,6,180,8.07833333333333,5.25333333333333,10.92
