"SpeciesID"	"Plot"	"Pheno.Event"	"MinDOY"	"MeanDOY"	"MaxDOY"
"248"	"Nymphalidae"	"Art4"	"Onset"	197.434987988277	203.295566995443	214.331559713295
"249"	"Nymphalidae"	"Art4"	"Peak"	209.323065740779	213.520534738146	222.594392483366
"250"	"Nymphalidae"	"Art5"	"End"	204.153009833046	216.409897510388	228.933269707669
"251"	"Nymphalidae"	"Art5"	"Onset"	185.279694810406	192.99308240792	198.853799193101
"252"	"Nymphalidae"	"Art5"	"Peak"	194.71316850841	204.871765380023	214.388581880692
"253"	"Nymphalidae"	"Art6"	"End"	225.917977923979	230.997665421323	236.077352918667
"254"	"Nymphalidae"	"Art6"	"Onset"	204.443874810341	212.459255750889	220.474636691438
"255"	"Nymphalidae"	"Art6"	"Peak"	214.996417717429	222.113427066348	229.230436415266
"256"	"Nymphalidae"	"Art7"	"End"	214.123735204025	217.568009302349	220.240240369658
"257"	"Nymphalidae"	"Art7"	"Onset"	193.702590017523	197.091785928864	199.025224074699
"258"	"Nymphalidae"	"Art7"	"Peak"	204.072269592473	207.469415531805	209.980595675906
"259"	"Ostracoda"	"Art2"	"End"	188.477344933733	188.477344933733	188.477344933733
"260"	"Ostracoda"	"Art2"	"Onset"	168.414156458442	168.414156458442	168.414156458442
"261"	"Ostracoda"	"Art2"	"Peak"	178.179861396489	178.179861396489	178.179861396489
"262"	"Phoridae"	"Art3"	"End"	217.429826798807	232.22986906599	236.678500678003
"263"	"Phoridae"	"Art3"	"Onset"	203.484330000695	215.890581456673	222.525590699512
"264"	"Phoridae"	"Art3"	"Peak"	210.741587300385	224.777673598978	231.375897929506
"265"	"Phoridae"	"Art4"	"End"	215.245766907922	230.14561628268	237.151703535703
"266"	"Phoridae"	"Art4"	"Onset"	197.690473807727	207.384374749904	222.874927098834
"267"	"Phoridae"	"Art4"	"Peak"	206.973143688458	220.496210648895	233.044802652489
"268"	"Phoridae"	"Art5"	"End"	202.732497190222	221.164440106417	235.367957855895
"269"	"Phoridae"	"Art5"	"Onset"	179.983517813993	197.24991667432	219.101055738216
"270"	"Phoridae"	"Art5"	"Peak"	195.895261388966	209.215828872576	227.299249110136
"271"	"Phoridae"	"Art7"	"End"	202.526170983471	224.417875119635	236.145659310229
"272"	"Phoridae"	"Art7"	"Onset"	184.851327661062	197.879159607072	219.479839376709
"273"	"Phoridae"	"Art7"	"Peak"	196.486658212398	210.573969445362	229.59695684604
"274"	"PieridaeÂ "	"Art5"	"End"	208.718937184082	208.718937184082	208.718937184082
"275"	"PieridaeÂ "	"Art5"	"Onset"	190.458489146809	190.458489146809	190.458489146809
"276"	"PieridaeÂ "	"Art5"	"Peak"	199.660868937199	199.660868937199	199.660868937199
"277"	"Scathophagidae"	"Art1"	"End"	161.116601443902	208.743376298541	235.648160035394
"278"	"Scathophagidae"	"Art1"	"Onset"	154.229481201453	174.761037759612	215.677236331472
"279"	"Scathophagidae"	"Art1"	"Peak"	156.066708758688	193.92522537597	227.571876646185
"280"	"Scathophagidae"	"Art2"	"End"	176.014770813281	176.014770813281	176.014770813281
